hole_id;samp_id;depth_from;depth_to;;gravel;z_1000;z_125;z_180;z_250;z_355;z_500;z_0;z_63;z_710;z_90;afa;ags;al_wa;ca_wa;fe_wa;k_wa;mg_wa;na_wa;si_wa;ti_wa;clay;samp_id_clay;spec_surf;FinMod;code_geol
BRG_11_01;PR-013508-027;11;12;0;;0.1;17;47.2;31.1;3.3;0.1;0;0.1;0;1;59;239;;;;;;;;;;;;;
BRG_11_01;PR-013508-028;12;13;0;;0.1;16.6;35.8;38.6;6.9;0.2;0;0.1;0.1;1.6;57;254;;;;;;;;;;;;;
BRG_11_01;PR-013508-029;13;14;0;;0.1;26.7;39.8;26;4.3;0.2;0;0.2;0;2.8;62;229;;;;;;;;;;;;;
BRG_11_01;PR-013508-030;14;15;0;;0.8;28.8;35.9;23.4;3.9;0.4;0.2;1;0.2;5.5;66;229;;;;;;;;;;;;;
BRG_11_02;PR-013509-018;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_02;PR-013509-019;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_02;PR-013509-020;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_02;PR-013509-021;3;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_02;PR-013509-022;4;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_02;PR-013509-023;5;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_02;PR-013509-024;6;7;0;;0.6;12.8;43.5;37.5;3.6;0.2;0;0.2;0.1;1.4;57;253;;;;;;;;;;;;;
BRG_11_02;PR-013509-025;7;8;0;;0.4;18.7;45.5;30.6;2.4;0.2;0;0.2;0;2.1;60;238;;;;;;;;;;;;;
BRG_11_02;PR-013509-026;8;9;0;;0;27.8;43.4;24.1;2;0.2;0;0.1;0;2.3;63;221;;;;;;;;;;;;;
BRG_11_02;PR-013509-027;9;10;0;;0.5;27.3;37.6;23.7;3.8;0.2;0.1;0.9;0.1;5.9;65;226;;;;;;;;;;;;;
BRG_11_02;PR-013509-028;10;11;0;;0.4;27.9;39.9;22.5;2.8;0.2;0.1;0.9;0;5.3;66;221;;;;;;;;;;;;;
BRG_11_02;PR-013509-029;11;12;0;;0.4;29.3;39.1;21.5;3.7;0.3;0;0.5;0.1;5;65;223;;;;;;;;;;;;;
BRG_11_02;PR-013509-030;12;13;0;;0.1;19.4;33.6;34.4;9.4;0.5;0;0.2;0.1;2.4;58;254;;;;;;;;;;;;;
BRG_11_02;PR-013509-031;13;14;0;;0;20.4;39.4;32;5.8;0.4;0;0.1;0;1.8;59;242;;;;;;;;;;;;;
BRG_11_02;PR-013509-032;14;15;0;;0.2;24.6;43.7;24.9;3.3;0.2;0;0.3;0.1;2.7;62;228;;;;;;;;;;;;;
BRG_11_02;PR-013509-033;15;16;0;;0;23;43.2;27.8;3.3;0.1;0;0.2;0;2.3;61;229;;;;;;;;;;;;;
BRG_11_02;PR-013509-034;16;17;0;;0.1;26.8;43.4;24;2.7;0.2;0;0.2;0.1;2.5;63;224;;;;;;;;;;;;;
BRG_11_03;PR-013510-015;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_03;PR-013510-016;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_03;PR-013510-017;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_03;PR-013510-018;3;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_03;PR-013510-019;4;5;0;;0.1;18.2;49.9;27;3.6;0.2;0;0;0.1;0.8;59;236;;;;;;;;;;;;;
BRG_11_03;PR-013510-020;5;6;0;;0.5;19.2;49.2;26.1;3.2;0.2;0;0.1;0;1.4;60;236;;;;;;;;;;;;;
BRG_11_03;PR-013510-021;6;7;0;;0;17.7;53.8;25.3;2.2;0.2;0;0;0;0.7;60;231;;;;;;;;;;;;;
BRG_11_03;PR-013510-022;7;8;0;;0.1;22.1;54.1;20.2;1.2;0.1;0.1;0.2;0;1.7;63;220;;;;;;;;;;;;;
BRG_11_03;PR-013510-023;8;9;0;;0.1;17.7;53;25.7;2.4;0.1;0;0.1;0;0.9;60;232;;;;;;;;;;;;;
BRG_11_03;PR-013510-024;9;10;0;;0;14.9;52.6;29.6;2.1;0.1;0;0;0;0.5;58;235;;;;;;;;;;;;;
BRG_11_03;PR-013510-025;10;11;0;;0;12.9;50.9;33;2.1;0.1;0;0.2;0;0.8;58;240;;;;;;;;;;;;;
BRG_11_03;PR-013510-026;11;12;0;;0;15.4;51.7;30.5;1.5;0.1;0;0;0;0.7;59;235;;;;;;;;;;;;;
BRG_11_03;PR-013510-027;12;13;0;;0;27.1;43.3;24.5;2.2;0.1;0.1;0.3;0;2.4;63;221;;;;;;;;;;;;;
BRG_11_03;PR-013510-028;13;14;0;;0.1;29.9;43.1;21.2;1.7;0.1;0.1;0.4;0;3.5;65;216;;;;;;;;;;;;;
BRG_11_04;PR-013511-021;0;1;;;0;37.3;36.8;11.8;0.9;0;0.5;2.4;0;10.3;75;189;;;;;;;;;;;;;
BRG_11_04;PR-013511-022;1;2;0;;0.2;34.4;38.4;10.7;0.6;0.1;1;3.3;0;11.3;77;188;;;;;;;;;;;;;
BRG_11_04;PR-013511-023;2;3;0;;0;35.6;35.8;7.5;0.5;0.1;2;5.5;0.1;13;84;176;;;;;;;;;;;;;
BRG_11_04;PR-013511-024;3;4;0;;0;33.6;24.5;4.8;0.3;0;3.6;11.4;0;21.8;99;153;;;;;;;;;;;;;
BRG_11_04;PR-013511-025;4;5;0;;0;41.7;18.4;2.3;0.1;0;2.8;10;0;24.6;99;146;;;;;;;;;;;;;
BRG_11_04;PR-013511-026;5;6;0;;0;39.3;16.3;2;0.1;0;2.8;11.6;0;27.9;102;141;;;;;;;;;;;;;
BRG_11_04;PR-013511-027;6;7;0;;0;32.2;22.2;3;0.2;0;4.6;14.1;0;23.7;105;144;;;;;;;;;;;;;
BRG_11_04;PR-013511-030;9;10;-2;;1;27;39.3;13.1;1;0.2;3.2;5.1;0.1;9.9;81;199;;;;;;;;;;;;;
BRG_11_04;PR-013511-031;10;11;0;;0.3;25.5;49.6;13.7;0.4;0.1;1.5;2.9;0;5.9;73;202;;;;;;;;;;;;;
BRG_11_04;PR-013511-032;11;12;0;;0.6;26.3;46.2;18.4;0.9;0.1;0.9;1.6;0;5;69;214;;;;;;;;;;;;;
BRG_11_04;PR-013511-033;12;13;0;;0.2;29.4;51.4;12.1;0.7;0.1;0.6;1.4;0;4;69;204;;;;;;;;;;;;;
BRG_11_04;PR-013511-034;13;14;0;;0.4;16.5;43.8;30.3;5.8;0.6;0.2;0.5;0.1;1.8;59;247;;;;;;;;;;;;;
BRG_11_04;PR-013511-035;14;15;0;;0;11;46.3;36.3;4.8;0.3;0.1;0.3;0;0.9;57;250;;;;;;;;;;;;;
BRG_11_04;PR-013511-036;15;16;0;;0.2;12.1;49.4;33.5;3.3;0.2;0.1;0.2;0;1;58;245;;;;;;;;;;;;;
BRG_11_04;PR-013511-037;16;17;0;;0.2;9.9;47.2;37.6;3.5;0.1;0.2;0.3;0;0.9;57;250;;;;;;;;;;;;;
BRG_11_04;PR-013511-038;17;18;0;;0;7.8;46.6;41.7;3.1;0.1;0;0.1;0;0.5;55;253;;;;;;;;;;;;;
BRG_11_04;PR-013511-039;18;19;0;;0.9;11.3;39.7;40;6.3;0.2;0.1;0.2;0;1.2;55;264;;;;;;;;;;;;;
BRG_11_04;PR-013511-040;19;20;0;;0;8.6;41.6;42.3;6.5;0.1;0;0.1;0;0.7;54;260;;;;;;;;;;;;;
BRG_11_05;PR-013512-021;0;1;;;0.2;34.1;40.2;14.6;1.5;0.2;0.1;1.1;0.2;7.9;70;204;;;;;;;;;;;;;
BRG_11_05;PR-013512-022;1;2;0;;0.2;33.3;38;14.5;1.4;0.2;0.3;1.7;0.1;10.1;72;199;;;;;;;;;;;;;
BRG_11_05;PR-013512-023;2;3;0;;0.1;32.8;40.8;10.4;0.5;0.1;0.6;2.9;0;11.7;76;188;;;;;;;;;;;;;
BRG_11_05;PR-013512-024;3;4;0;;0.1;37.3;31.4;5.2;0.2;0.1;1.8;6.6;0.1;17.3;88;168;;;;;;;;;;;;;
BRG_11_05;PR-013512-025;4;5;0;;0.5;30.5;28.7;7.2;0.5;0.2;4.3;9.8;0.1;18.2;95;169;;;;;;;;;;;;;
BRG_11_05;PR-013512-026;5;6;0;;4;24;40.7;19.7;2.3;0.7;0.9;1.8;0.3;5.4;66;256;;;;;;;;;;;;;
BRG_11_05;PR-013512-027;6;7;0;;1.7;29.9;42.6;12.2;0.9;0.3;1.1;2.9;0.2;8.2;73;213;;;;;;;;;;;;;
BRG_11_05;PR-013512-028;7;8;0;;2.2;26.5;37.5;18.3;2.2;0.4;1.8;3;0.1;8.1;73;227;;;;;;;;;;;;;
BRG_11_05;PR-013512-029;8;9;0;;5.7;25.3;38.1;16.1;2;0.7;1.6;2.7;0.6;7.2;69;266;;;;;;;;;;;;;
BRG_11_05;PR-013512-030;9;10;0;;1.6;30.4;40.7;12.2;1.2;0.4;2;3;0.2;8.3;75;211;;;;;;;;;;;;;
BRG_11_05;PR-013512-031;10;11;0;;0.7;32.1;47.4;10.8;0.7;0.2;0.6;1.5;0.1;5.9;71;205;;;;;;;;;;;;;
BRG_11_05;PR-013512-032;11;12;0;;0.1;32.3;53.7;9;0.7;0.1;0.2;0.7;0.1;3.1;68;202;;;;;;;;;;;;;
BRG_11_05;PR-013512-033;12;13;0;;0.1;26.1;57.9;13.2;0.7;0.1;0;0.1;0.1;1.7;64;212;;;;;;;;;;;;;
BRG_11_05;PR-013512-034;13;14;0;;0;22.4;55.4;19;1.9;0.1;0;0.1;0;1;62;221;;;;;;;;;;;;;
BRG_11_05;PR-013512-035;14;15;0;;0;15.8;50.4;27.4;5;0.6;0;0;0;0.6;58;241;;;;;;;;;;;;;
BRG_11_05;PR-013512-036;15;16;0;;0;6.5;43.1;43.1;6.7;0.4;0;0;0.1;0.1;53;265;;;;;;;;;;;;;
BRG_11_05;PR-013512-037;16;17;0;;0;8.7;46.9;40;3.9;0.2;0;0;0;0.3;55;253;;;;;;;;;;;;;
BRG_11_05;PR-013512-038;17;18;0;;0;5.1;42.4;47.4;4.8;0.2;0;0;0;0.1;53;264;;;;;;;;;;;;;
BRG_11_05;PR-013512-039;18;19;0;;0.1;4.1;38.1;50.4;6.9;0.2;0;0;0.1;0.1;51;273;;;;;;;;;;;;;
BRG_11_05;PR-013512-040;19;20;0;;0;4.3;36.3;51.6;7.5;0.1;0;0;0;0.1;51;273;;;;;;;;;;;;;
BRG_11_06;PR-013513-021;0;1;;;3.4;18.4;44.2;25.5;4.3;1.4;0;0.2;0.7;1.9;58;276;;;;;;;;;;;;;
BRG_11_06;PR-013513-022;1;2;0;;8.9;20.2;33.1;23.8;3.3;0.7;1.4;2;0.4;6.1;63;311;;;;;;;;;;;;;
BRG_11_06;PR-013513-023;2;3;0;;8.4;22;40.6;20;2.6;1.2;0.3;0.7;0.8;3.6;59;312;;;;;;;;;;;;;
BRG_11_06;PR-013513-024;3;4;0;;2.2;22.4;50.6;19;2.1;0.5;0;0.3;0.4;2.4;61;245;;;;;;;;;;;;;
BRG_11_06;PR-013513-025;4;5;0;;1.4;23.7;45.7;21.7;3.2;0.7;0;0.4;0.2;3;62;240;;;;;;;;;;;;;
BRG_11_06;PR-013513-026;5;6;0;;0.2;30.3;54;11.6;0.7;0.1;0.1;0.3;0;2.7;66;207;;;;;;;;;;;;;
BRG_11_06;PR-013513-027;6;7;0;;0.1;30.3;55.6;11;0.5;0.1;0;0.2;0;2;66;205;;;;;;;;;;;;;
BRG_11_06;PR-013513-028;7;8;0;;0;24.6;59.9;14.3;0.5;0.1;0;0;0;0.6;63;213;;;;;;;;;;;;;
BRG_11_06;PR-013513-029;8;9;0;;0;26.6;54.8;15.6;1.5;0.2;0;0.1;0;1.1;63;214;;;;;;;;;;;;;
BRG_11_06;PR-013513-030;9;10;0;;2.4;21.2;38.2;25.7;5.7;0.9;0.1;0.9;0;4.7;61;257;;;;;;;;;;;;;
BRG_11_06;PR-013513-031;10;11;0;;0;17.6;47.2;27;6.4;0.6;0;0.1;0;1;58;242;;;;;;;;;;;;;
BRG_11_06;PR-013513-032;11;12;0;;0;12.5;48.3;32.2;5.6;0.6;0;0.1;0;0.7;57;249;;;;;;;;;;;;;
BRG_11_06;PR-013513-033;12;13;0;;0;10.5;48;37.3;3.4;0.2;0;0.1;0;0.6;56;248;;;;;;;;;;;;;
BRG_11_06;PR-013513-034;13;14;0;;0.4;9.3;42.7;42;4.6;0.2;0;0.1;0.1;0.7;55;260;;;;;;;;;;;;;
BRG_11_06;PR-013513-035;14;15;0;;0.1;7.7;45.5;41.7;4.6;0.1;0;0;0;0.3;54;257;;;;;;;;;;;;;
BRG_11_06;PR-013513-036;15;16;0;;0;12.1;52.8;32.5;1.9;0.1;0;0;0;0.5;57;240;;;;;;;;;;;;;
BRG_11_06;PR-013513-037;16;17;0;;0;17.2;50.7;27;3.2;0.2;0.2;0.4;0;1.1;60;233;;;;;;;;;;;;;
BRG_11_06;PR-013513-038;17;18;0;;0;14.5;53.2;29.4;2.2;0.1;0;0;0;0.6;58;236;;;;;;;;;;;;;
BRG_11_06;PR-013513-039;18;19;0;;0;11.8;50.5;34.8;2.3;0.1;0;0;0;0.4;57;243;;;;;;;;;;;;;
BRG_11_06;PR-013513-040;19;20;0;;0;13.8;51.5;31.5;2.3;0.1;0;0;0.1;0.6;58;239;;;;;;;;;;;;;
BRG_11_07;PR-013514-021;0;1;;;1.5;21.4;44.3;25;3.5;0.6;0;0.3;0.4;2.9;61;247;;;;;;;;;;;;;
BRG_11_07;PR-013514-022;1;2;0;;0.7;16.4;52.9;26.5;2.2;0.1;0;0.1;0.1;1.1;59;239;;;;;;;;;;;;;
BRG_11_07;PR-013514-023;2;3;0;;0.3;12;52.9;31.3;2.7;0.3;0;0;0.1;0.5;57;245;;;;;;;;;;;;;
BRG_11_07;PR-013514-024;3;4;0;;0.1;15.2;50.6;29.3;3.8;0.1;0;0;0;0.8;58;239;;;;;;;;;;;;;
BRG_11_07;PR-013514-025;4;5;0;;0;14.1;55.1;27.8;2.5;0.2;0;0;0;0.3;58;236;;;;;;;;;;;;;
BRG_11_07;PR-013514-026;5;6;0;;0.1;17;56.5;23.7;1.9;0.1;0;0;0;0.6;60;230;;;;;;;;;;;;;
BRG_11_07;PR-013514-027;6;7;0;;0;21.5;57.1;18.8;1.3;0.1;0;0.1;0;1;62;220;;;;;;;;;;;;;
BRG_11_07;PR-013514-028;7;8;0;;0;22.1;56.7;18.4;1.7;0.2;0;0.1;0;0.8;62;221;;;;;;;;;;;;;
BRG_11_07;PR-013514-029;8;9;0;;0;25.3;57.7;14.8;1;0.1;0;0.1;0;1;63;213;;;;;;;;;;;;;
BRG_11_07;PR-013514-030;9;10;0;;0;21.6;56.4;18.3;2.1;0.2;0;0.1;0;1.1;62;221;;;;;;;;;;;;;
BRG_11_07;PR-013514-031;10;11;0;;0.1;25.7;56.4;14.5;1.4;0.2;0.1;0.2;0;1.5;64;215;;;;;;;;;;;;;
BRG_11_07;PR-013514-032;11;12;0;;0;21.8;60.1;15.3;1.3;0.1;0;0.2;0;1.1;63;216;;;;;;;;;;;;;
BRG_11_07;PR-013514-033;12;13;0;;0;20.9;62.1;15.5;0.6;0;0;0.1;0;0.7;62;216;;;;;;;;;;;;;
BRG_11_07;PR-013514-034;13;14;0;;0;11.9;61.4;25.6;0.9;0;0;0;0;0.2;59;232;;;;;;;;;;;;;
BRG_11_07;PR-013514-035;14;15;0;;0.1;23.8;58.7;15.6;0.6;0.1;0;0;0;1;63;215;;;;;;;;;;;;;
BRG_11_07;PR-013514-036;15;16;0;;0.1;14.1;51.2;31.4;2.2;0.3;0;0;0.1;0.6;58;240;;;;;;;;;;;;;
BRG_11_07;PR-013514-037;16;17;0;;0.2;12.3;48;36.1;2.5;0.1;0;0;0;0.8;57;246;;;;;;;;;;;;;
BRG_11_07;PR-013514-038;17;18;0;;0.5;17.2;47.2;31.4;1.8;0.1;0;0.1;0.1;1.4;59;239;;;;;;;;;;;;;
BRG_11_07;PR-013514-039;18;19;0;;0.1;25.7;44.9;25.2;1.5;0;0;0.2;0;2.2;63;222;;;;;;;;;;;;;
BRG_11_07;PR-013514-040;19;20;0;;0;29.2;43.9;21.9;1.5;0.1;0.1;0.3;0;2.9;65;216;;;;;;;;;;;;;
BRG_11_08;PR-013515-021;0;1;;;0;14.2;53.9;27.7;3.5;0.2;0;0;0.1;0.3;58;239;;;;;;;;;;;;;
BRG_11_08;PR-013515-022;1;2;0;;0;17.8;59.3;20.7;1.7;0.1;0;0;0;0.4;60;226;;;;;;;;;;;;;
BRG_11_08;PR-013515-023;2;3;0;;0;19.9;55.9;21.8;1.7;0.2;0;0;0;0.5;61;225;;;;;;;;;;;;;
BRG_11_08;PR-013515-024;3;4;0;;0;20.6;55.4;21;2;0.1;0;0.1;0;0.7;61;224;;;;;;;;;;;;;
BRG_11_08;PR-013515-025;4;5;0;;0;18.7;55.3;22.9;2.4;0.3;0;0;0;0.5;60;229;;;;;;;;;;;;;
BRG_11_08;PR-013515-026;5;6;0;;0;24.3;57.5;15.6;1.4;0.1;0;0.1;0;0.9;63;215;;;;;;;;;;;;;
BRG_11_08;PR-013515-027;6;7;0;;0;22.6;59.5;15.5;1.4;0.1;0;0.1;0;0.8;63;217;;;;;;;;;;;;;
BRG_11_08;PR-013515-028;7;8;0;;0;17.7;55.7;23.5;2.1;0.1;0;0.1;0;0.7;60;228;;;;;;;;;;;;;
BRG_11_08;PR-013515-029;8;9;0;;0;17.3;62.1;19.1;0.9;0;0;0.1;0;0.5;61;222;;;;;;;;;;;;;
BRG_11_08;PR-013515-030;9;10;0;;0;20;61.3;17;0.9;0;0;0.1;0;0.6;62;218;;;;;;;;;;;;;
BRG_11_08;PR-013515-031;10;11;0;;0;16.2;56.7;25.3;1;0;0;0.1;0;0.7;60;228;;;;;;;;;;;;;
BRG_11_08;PR-013515-032;11;12;0;;0;11.8;54.3;32.1;1.2;0;0;0.1;0;0.5;58;238;;;;;;;;;;;;;
BRG_11_08;PR-013515-033;12;13;0;;0;15.5;54.1;27.9;1.2;0;0;0.1;0;1;59;231;;;;;;;;;;;;;
BRG_11_08;PR-013515-034;13;14;0;;0.5;14.1;47.3;34.2;2.1;0.1;0;0.2;0.1;1.4;58;245;;;;;;;;;;;;;
BRG_11_08;PR-013515-035;14;15;0;;0.1;9.5;46.9;40.1;3;0.1;0;0;0;0.3;55;252;;;;;;;;;;;;;
BRG_11_08;PR-013515-036;15;16;0;;0;27.7;45.4;22.3;1.4;0.1;0;0.3;0;2.7;64;217;;;;;;;;;;;;;
BRG_11_08;PR-013515-037;16;17;0;;0.2;29.8;41.1;21.5;2.6;0.3;0.1;0.5;0.1;3.9;65;220;;;;;;;;;;;;;
BRG_11_08;PR-013515-038;17;18;0;;0.2;31.8;41.9;18.2;2.4;0.4;0.2;0.5;0.2;4.1;66;215;;;;;;;;;;;;;
BRG_11_08;PR-013515-039;18;19;0;;0.1;23.2;41.5;26.9;3.6;0.4;0.2;0.5;0.1;3.4;63;230;;;;;;;;;;;;;
BRG_11_08;PR-013515-040;19;20;0;;0.1;21.8;41;29.3;4.7;0.2;0.1;0.3;0.1;2.4;61;236;;;;;;;;;;;;;
BRG_13_01;PR-014647-001;0;0.46;;;0;36.3;58.6;3.8;0;0;0;0.1;0;1.1;68;194;;;;;;;;;;;;;tz
BRG_13_01;PR-014647-001;0.46;1;0;;0;36.3;58.6;3.8;0;0;0;0.1;0;1.1;68;194;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-002;1;2;0;;0;38.8;56.5;3.3;0.1;0;0;0.1;0;1.1;68;192;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-003;2;2.47;0;;0;37.1;58.1;3.6;0.1;0;0;0.1;0;0.9;68;194;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-003;2.47;3;0;;0;37.1;58.1;3.6;0.1;0;0;0.1;0;0.9;68;194;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-004;3;4;0;;0;33.3;61.7;4.1;0;0;0;0;0;0.7;67;197;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-005;4;5;0;;0;34.2;60.8;4.3;0.1;0;0;0;0;0.6;67;197;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-006;5;6;0;;0;33.6;60.4;5.1;0.1;0;0;0;0;0.7;67;198;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-007;6;7;0;;0;33.6;60.3;5.1;0.1;0;0;0.1;0;0.7;67;198;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-008;7;8;0;;0;32.6;61.6;5;0.1;0;0;0;0;0.6;66;198;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-009;8;9;0;;0;32.4;61.7;5;0.1;0;0;0.1;0;0.6;66;198;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-010;9;10;0;;0;31.1;62.8;5.3;0;0;0;0.1;0;0.6;66;199;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-011;10;11;0;;0;27.5;64.8;7;0.1;0;0;0.1;0;0.5;65;203;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-012;11;12;0;;0;27.5;65;6.9;0.1;0;0;0;0;0.5;65;204;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-013;12;13;0;;0;23.2;63.1;12.7;0.4;0;0;0;0;0.5;63;212;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-014;13;14;0;;0;22.5;63.8;12.7;0.4;0;0;0.1;0;0.5;63;212;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-015;14;15;0;;0;21.9;63.3;13.6;0.5;0;0;0.1;0;0.6;63;213;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-016;15;16;0;;0;16.6;62.1;19.4;1.2;0.1;0;0;0;0.4;60;224;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-017;16;17;0;;0;14.6;65.7;18.8;0.5;0;0;0;0;0.3;60;223;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-018;17;18;0;;0;10.2;65.2;24.2;0.2;0;0;0;0;0.1;58;230;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-019;18;19;0;;0;15.4;66.3;17.6;0.3;0;0;0;0;0.3;61;221;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-020;19;20;0;;0;7.6;63.3;28.7;0.2;0;0;0;0;0.1;57;235;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-021;20;20.68;0;;0;5.6;53.4;40;0.9;0;0;0;0;0.1;55;248;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-021;20.68;21;0;;0;5.6;53.4;40;0.9;0;0;0;0;0.1;55;248;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-022;21;22;0;;0;7.7;52.4;38.6;1;0;0;0;0;0.2;56;246;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-023;22;23;0;;0.7;19.1;46.4;30;1.5;0.1;0;0.1;0.1;1.8;60;238;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-024;23;24;0;;0;29.9;49.7;17.7;0.5;0;0;0.1;0;2;65;210;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-025;24;25;0;;0;36.3;49.8;11.9;0.3;0;0;0.1;0;1.6;67;202;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-026;25;26;0;;0;38.2;49.1;10.4;0.3;0;0;0.1;0;1.9;68;199;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-027;26;27;0;;0;34.7;48.1;13.8;0.7;0.1;0;0.2;0;2.4;67;204;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-028;27;28;0;;0.4;31.8;42.9;16.5;1.8;0.3;0.1;0.7;0.1;5.4;67;212;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-001;0;0.01;;;0.1;20;48.5;25.7;2.6;0.2;0.1;0.4;0;2.3;61;229;;;;;;;;;;;;;tz
BRG_13_02;PR-014648-001;0.01;1;0;;0.1;20;48.5;25.7;2.6;0.2;0.1;0.4;0;2.3;61;229;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-002;1;1.46;0;;0.9;19.7;41.2;28.7;4.9;0.5;0.1;0.6;0.1;3.2;61;245;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-002;1.46;2;0;;0.9;19.7;41.2;28.7;4.9;0.5;0.1;0.6;0.1;3.2;61;245;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-003;2;3;0;;1.1;33.5;53;7.7;0.5;0.2;0.2;0.5;0.2;3.2;68;210;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-004;3;4;0;;0;36.1;58.8;3.7;0;0;0.1;0.2;0;1;68;194;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-005;4;5;0;;0;35.4;58.9;4.1;0.1;0;0.1;0.2;0;1.2;68;195;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-006;5;6;0;;0;35;59.9;4.1;0;0;0;0.1;0;0.9;67;196;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-007;6;7;0;;0.2;32.8;59.7;5.5;0.1;0;0;0.1;0.2;1.4;67;201;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-008;7;8;0;;0;35.4;59.7;4;0;0;0;0.1;0;0.7;67;195;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-009;8;9;0;;0;34.9;60.3;4;0;0;0;0;0;0.7;67;196;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-010;9;10;0;;0;36.4;59.2;3.5;0;0;0;0.1;0;0.8;68;194;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-011;10;11;0;;0;32.8;62;4.5;0;0;0;0;0;0.6;67;198;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-012;11;12;0;;0;32.8;62.3;4.2;0;0;0;0;0;0.6;67;197;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-013;12;13;0;;0.1;29.9;63.4;5.7;0.1;0;0;0;0.1;0.7;66;202;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-014;13;14;0;;0;32;62.5;4.7;0.1;0.1;0;0;0;0.6;66;199;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-015;14;15;0;;0;32.1;62.9;4.3;0;0.1;0;0;0;0.5;66;198;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-016;15;16;0;;0;30;64;5.5;0;0;0;0;0;0.5;66;201;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-017;16;17;0;;0;30.5;63.5;5.2;0;0;0;0;0;0.7;66;200;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-018;17;18;0;;0;30.2;62.9;6;0.1;0;0;0;0;0.8;66;201;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-019;18;19;0;;0;30.6;63.8;5;0.1;0;0;0;0;0.4;66;200;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-020;19;20;0;;0;30.8;63.5;5.1;0.1;0;0;0;0;0.5;66;200;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-021;20;20.01;0;;0.7;26.9;56.2;13.1;1.2;0.2;0;0.1;0.1;1.4;64;219;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-021;20.01;21;0;;0.7;26.9;56.2;13.1;1.2;0.2;0;0.1;0.1;1.4;64;219;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-022;21;22;0;;1.6;20.3;45.3;28.4;1.5;0.1;0;0.2;0.1;2.4;60;244;;;;;;;;;;;;;gz
